retailer_week,week_beginning,week_ending,last_year_retailer_week,last_year_week_ending,fiscal_week,fiscal_month,fiscal_year,calendar_month_name,calendar_month,calendar_year,quarter,week_offset,dsci_inserted_date,dsci_last_modified_date,dsci_last_loaded_date,dsci_last_pulled_date,fiscal_year_offset,calendar_year_offset,quarter_offset,calendar_month_offset,fiscal_month_offset,next_year_retailer_week,next_year_week_ending
202331,2023-08-26,2023-09-01,202231,2022-09-02,31,8,2023,September,9,2023,3,71,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,6,17,17,202431,2024-08-30
202334,2023-09-16,2023-09-22,202234,2022-09-23,34,8,2023,September,9,2023,3,74,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,6,17,17,202434,2024-09-20
202418,2024-05-25,2024-05-31,202318,2023-06-02,18,5,2024,May,5,2024,2,110,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,9,25,26,202517,2025-05-30
202433,2024-09-07,2024-09-13,202333,2023-09-15,33,8,2024,September,9,2024,3,125,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,10,29,29,202532,2025-09-12
202449,2024-12-28,2025-01-03,202349,2024-01-05,49,12,2024,January,12,2024,4,141,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,11,32,33,202548,2026-01-02
202520,2025-06-14,2025-06-20,202421,2024-06-21,20,5,2025,June,6,2025,2,165,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,13,38,38,202620,2026-06-19
202529,2025-08-16,2025-08-22,202430,2024-08-23,29,7,2025,August,8,2025,3,174,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,14,40,40,202629,2026-08-21
202531,2025-08-30,2025-09-05,202432,2024-09-06,31,8,2025,September,9,2025,3,176,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,14,41,41,202631,2026-09-04
202533,2025-09-13,2025-09-19,202434,2024-09-20,33,8,2025,September,9,2025,3,178,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,14,41,41,202633,2026-09-18
202535,2025-09-27,2025-10-03,202436,2024-10-04,35,8,2025,October,10,2025,3,180,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,14,42,41,202635,2026-10-02
202603,2026-02-14,2026-02-20,202503,2025-02-21,3,1,2026,February,2,2026,1,200,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,16,46,46,202703,2027-02-19
202624,2026-07-11,2026-07-17,202524,2025-07-18,24,6,2026,July,7,2026,2,221,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,17,51,51,202724,2027-07-16
202632,2026-09-05,2026-09-11,202532,2025-09-12,32,8,2026,September,9,2026,3,229,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,18,53,53,202732,2027-09-10
202729,2027-08-14,2027-08-20,202629,2026-08-21,29,7,2027,August,8,2027,3,278,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,22,64,64,202829,2028-08-18
202735,2027-09-25,2027-10-01,202635,2026-10-02,35,8,2027,October,10,2027,3,284,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,22,66,65,202835,2028-09-29
202752,2028-01-22,2028-01-28,202652,2027-01-29,52,12,2027,January,1,2028,4,301,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,6,23,69,69,202852,2029-01-26
202808,2028-03-18,2028-03-24,202708,2027-03-26,8,2,2028,March,3,2028,1,309,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,24,71,71,202908,2029-03-23
202834,2028-09-16,2028-09-22,202734,2027-09-24,34,8,2028,September,9,2028,3,335,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,26,77,77,202934,2029-09-21
202850,2029-01-06,2029-01-12,202750,2028-01-14,50,12,2028,January,1,2029,4,351,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,7,27,81,81,202950,2030-01-11
202912,2029-04-14,2029-04-20,202812,2028-04-21,12,3,2029,April,4,2029,1,365,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,28,84,84,203012,2030-04-19
202925,2029-07-14,2029-07-20,202825,2028-07-21,25,6,2029,July,7,2029,2,378,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,29,87,87,203025,2030-07-19
202939,2029-10-20,2029-10-26,202839,2028-10-27,39,9,2029,October,10,2029,3,392,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,30,90,90,203039,2030-10-25
203007,2030-03-09,2030-03-15,202907,2029-03-16,7,2,2030,March,3,2030,1,412,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,32,95,95,203106,2031-03-14
203012,2030-04-13,2030-04-19,202912,2029-04-20,12,3,2030,April,4,2030,1,417,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,32,96,96,203111,2031-04-18
203019,2030-06-01,2030-06-07,202919,2029-06-08,19,5,2030,June,6,2030,2,424,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,33,98,98,203118,2031-06-06
203025,2030-07-13,2030-07-19,202925,2029-07-20,25,6,2030,July,7,2030,2,430,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,33,99,99,203124,2031-07-18
203028,2030-08-03,2030-08-09,202928,2029-08-10,28,7,2030,August,8,2030,3,433,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,34,100,100,203127,2031-08-08
203037,2030-10-05,2030-10-11,202937,2029-10-12,37,9,2030,October,10,2030,3,442,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,34,102,102,203136,2031-10-10
203051,2031-01-11,2031-01-17,202951,2030-01-18,51,12,2030,January,1,2031,4,456,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,9,35,105,105,203150,2032-01-16
203110,2031-04-05,2031-04-11,203011,2030-04-12,10,3,2031,April,4,2031,1,468,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,36,108,108,203210,2032-04-09
203117,2031-05-24,2031-05-30,203018,2030-05-31,17,4,2031,May,5,2031,2,475,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,37,109,109,203217,2032-05-28
203127,2031-08-02,2031-08-08,203028,2030-08-09,27,7,2031,August,8,2031,3,485,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,38,112,112,203227,2032-08-06
203201,2032-01-31,2032-02-06,203101,2031-02-07,1,1,2032,February,2,2032,1,511,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,40,118,118,203301,2033-02-04
203210,2032-04-03,2032-04-09,203110,2031-04-11,10,3,2032,April,4,2032,1,520,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,40,120,120,203310,2033-04-08
203215,2032-05-08,2032-05-14,203115,2031-05-16,15,4,2032,May,5,2032,2,525,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,41,121,121,203315,2033-05-13
203232,2032-09-04,2032-09-10,203132,2031-09-12,32,8,2032,September,9,2032,3,542,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,42,125,125,203332,2033-09-09
203243,2032-11-20,2032-11-26,203143,2031-11-28,43,10,2032,November,11,2032,4,553,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,43,127,127,203343,2033-11-25
203244,2032-11-27,2032-12-03,203144,2031-12-05,44,11,2032,December,12,2032,4,554,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,43,128,128,203344,2033-12-02
203251,2033-01-15,2033-01-21,203151,2032-01-23,51,12,2032,January,1,2033,4,561,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,11,43,129,129,203351,2034-01-20
203302,2033-02-05,2033-02-11,203202,2032-02-13,2,1,2033,February,2,2033,1,564,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,44,130,130,203402,2034-02-10
203310,2033-04-02,2033-04-08,203210,2032-04-09,10,3,2033,April,4,2033,1,572,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,44,132,132,203410,2034-04-07
203314,2033-04-30,2033-05-06,203214,2032-05-07,14,4,2033,May,5,2033,2,576,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,45,133,133,203414,2034-05-05
203318,2033-05-28,2033-06-03,203218,2032-06-04,18,5,2033,June,6,2033,2,580,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,45,134,134,203418,2034-06-02
203321,2033-06-18,2033-06-24,203221,2032-06-25,21,5,2033,June,6,2033,2,583,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,45,134,134,203421,2034-06-23
203335,2033-09-24,2033-09-30,203235,2032-10-01,35,8,2033,September,9,2033,3,597,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,46,137,137,203435,2034-09-29
203409,2034-03-25,2034-03-31,203309,2033-04-01,9,2,2034,March,3,2034,1,623,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,48,143,143,203509,2035-03-30
203414,2034-04-29,2034-05-05,203314,2033-05-06,14,4,2034,May,5,2034,2,628,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,49,145,145,203514,2035-05-04
203423,2034-07-01,2034-07-07,203323,2033-07-08,23,6,2034,July,7,2034,2,637,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,49,147,147,203523,2035-07-06
203432,2034-09-02,2034-09-08,203332,2033-09-09,32,8,2034,September,9,2034,3,646,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,50,149,149,203532,2035-09-07
203434,2034-09-16,2034-09-22,203334,2033-09-23,34,8,2034,September,9,2034,3,648,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,50,149,149,203534,2035-09-21
203503,2035-02-10,2035-02-16,203403,2034-02-17,3,1,2035,February,2,2035,1,669,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,52,154,154,203603,2036-02-15
203514,2035-04-28,2035-05-04,203414,2034-05-05,14,4,2035,May,5,2035,2,680,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,157,157,203614,2036-05-02
203523,2035-06-30,2035-07-06,203423,2034-07-07,23,6,2035,July,7,2035,2,689,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,159,159,203623,2036-07-04
203529,2035-08-11,2035-08-17,203429,2034-08-18,29,7,2035,August,8,2035,3,695,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,54,160,160,203629,2036-08-15
203534,2035-09-15,2035-09-21,203434,2034-09-22,34,8,2035,September,9,2035,3,700,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,54,161,161,203634,2036-09-19
203538,2035-10-13,2035-10-19,203438,2034-10-20,38,9,2035,October,10,2035,3,704,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,54,162,162,203638,2036-10-17
203547,2035-12-15,2035-12-21,203447,2034-12-22,47,11,2035,December,12,2035,4,713,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,55,164,164,203647,2036-12-19
203605,2036-02-23,2036-02-29,203505,2035-03-02,5,2,2036,February,2,2036,1,723,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,56,166,167,203704,2037-02-27
203632,2036-08-30,2036-09-05,203532,2035-09-07,32,8,2036,September,9,2036,3,750,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,58,173,173,203731,2037-09-04
203708,2037-03-21,2037-03-27,203609,2036-03-28,8,2,2037,March,3,2037,1,779,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,179,179,203808,2038-03-26
203710,2037-04-04,2037-04-10,203611,2036-04-11,10,3,2037,April,4,2037,1,781,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,180,180,203810,2038-04-09
203715,2037-05-09,2037-05-15,203616,2036-05-16,15,4,2037,May,5,2037,2,786,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,61,181,181,203815,2038-05-14
203723,2037-07-04,2037-07-10,203624,2036-07-11,23,6,2037,July,7,2037,2,794,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,61,183,183,203823,2038-07-09
203728,2037-08-08,2037-08-14,203629,2036-08-15,28,7,2037,August,8,2037,3,799,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,62,184,184,203828,2038-08-13
203731,2037-08-29,2037-09-04,203632,2036-09-05,31,8,2037,September,9,2037,3,802,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,62,185,185,203831,2038-09-03
203736,2037-10-03,2037-10-09,203637,2036-10-10,36,9,2037,October,10,2037,3,807,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,62,186,186,203836,2038-10-08
203742,2037-11-14,2037-11-20,203643,2036-11-21,42,10,2037,November,11,2037,4,813,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,63,187,187,203842,2038-11-19
203801,2038-01-30,2038-02-05,203701,2037-02-06,1,1,2038,February,2,2038,1,824,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,64,190,190,203901,2039-02-04
203803,2038-02-13,2038-02-19,203703,2037-02-20,3,1,2038,February,2,2038,1,826,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,64,190,190,203903,2039-02-18
203820,2038-06-12,2038-06-18,203720,2037-06-19,20,5,2038,June,6,2038,2,843,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,65,194,194,203920,2039-06-17
203823,2038-07-03,2038-07-09,203723,2037-07-10,23,6,2038,July,7,2038,2,846,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,65,195,195,203923,2039-07-08
203829,2038-08-14,2038-08-20,203729,2037-08-21,29,7,2038,August,8,2038,3,852,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,66,196,196,203929,2039-08-19
203845,2038-12-04,2038-12-10,203745,2037-12-11,45,11,2038,December,12,2038,4,868,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,67,200,200,203945,2039-12-09
203910,2039-04-02,2039-04-08,203810,2038-04-09,10,3,2039,April,4,2039,1,885,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,204,204,204010,2040-04-06
203913,2039-04-23,2039-04-29,203813,2038-04-30,13,3,2039,April,4,2039,1,888,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,204,204,204013,2040-04-27
203919,2039-06-04,2039-06-10,203819,2038-06-11,19,5,2039,June,6,2039,2,894,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,69,206,206,204019,2040-06-08
203950,2040-01-07,2040-01-13,203850,2039-01-14,50,12,2039,January,1,2040,4,925,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,18,71,213,213,204050,2041-01-11
204019,2040-06-02,2040-06-08,203919,2039-06-10,19,5,2040,June,6,2040,2,946,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,73,218,218,204119,2041-06-07
204024,2040-07-07,2040-07-13,203924,2039-07-15,24,6,2040,July,7,2040,2,951,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,73,219,219,204124,2041-07-12
204025,2040-07-14,2040-07-20,203925,2039-07-22,25,6,2040,July,7,2040,2,952,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,73,219,219,204125,2041-07-19
204113,2041-04-20,2041-04-26,204013,2040-04-27,13,3,2041,April,4,2041,1,992,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,76,228,228,204212,2042-04-25
204140,2041-10-26,2041-11-01,204040,2040-11-02,40,10,2041,November,11,2041,4,1019,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,79,235,235,204239,2042-10-31
204210,2042-04-05,2042-04-11,204111,2041-04-12,10,3,2042,April,4,2042,1,1042,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,80,240,240,204310,2043-04-10
204223,2042-07-05,2042-07-11,204124,2041-07-12,23,6,2042,July,7,2042,2,1055,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,81,243,243,204323,2043-07-10
204225,2042-07-19,2042-07-25,204126,2041-07-26,25,6,2042,July,7,2042,2,1057,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,81,243,243,204325,2043-07-24
204231,2042-08-30,2042-09-05,204132,2041-09-06,31,8,2042,September,9,2042,3,1063,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,82,245,245,204331,2043-09-04
204235,2042-09-27,2042-10-03,204136,2041-10-04,35,8,2042,October,10,2042,3,1067,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,82,246,245,204335,2043-10-02
204246,2042-12-13,2042-12-19,204147,2041-12-20,46,11,2042,December,12,2042,4,1078,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,83,248,248,204346,2043-12-18
204305,2043-02-28,2043-03-06,204205,2042-03-07,5,2,2043,March,3,2043,1,1089,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,251,251,204405,2044-03-04
204314,2043-05-02,2043-05-08,204214,2042-05-09,14,4,2043,May,5,2043,2,1098,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,85,253,253,204414,2044-05-06
204337,2043-10-10,2043-10-16,204237,2042-10-17,37,9,2043,October,10,2043,3,1121,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,86,258,258,204437,2044-10-14
204345,2043-12-05,2043-12-11,204245,2042-12-12,45,11,2043,December,12,2043,4,1129,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,87,260,260,204445,2044-12-09
204349,2044-01-02,2044-01-08,204249,2043-01-09,49,12,2043,January,1,2044,4,1133,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,22,87,261,261,204449,2045-01-06
204406,2044-03-05,2044-03-11,204306,2043-03-13,6,2,2044,March,3,2044,1,1142,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,88,263,263,204506,2045-03-10
204411,2044-04-09,2044-04-15,204311,2043-04-17,11,3,2044,April,4,2044,1,1147,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,88,264,264,204511,2045-04-14
204421,2044-06-18,2044-06-24,204321,2043-06-26,21,5,2044,June,6,2044,2,1157,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,89,266,266,204521,2045-06-23
204423,2044-07-02,2044-07-08,204323,2043-07-10,23,6,2044,July,7,2044,2,1159,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,89,267,267,204523,2045-07-07
204435,2044-09-24,2044-09-30,204335,2043-10-02,35,8,2044,September,9,2044,3,1171,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,90,269,269,204535,2045-09-29
204437,2044-10-08,2044-10-14,204337,2043-10-16,37,9,2044,October,10,2044,3,1173,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,90,270,270,204537,2045-10-13
204503,2045-02-11,2045-02-17,204403,2044-02-19,3,1,2045,February,2,2045,1,1191,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,92,274,274,,
204522,2045-06-24,2045-06-30,204422,2044-07-01,22,5,2045,June,6,2045,2,1210,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,93,278,278,,
204524,2045-07-08,2045-07-14,204424,2044-07-15,24,6,2045,July,7,2045,2,1212,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,93,279,279,,
204525,2045-07-15,2045-07-21,204425,2044-07-22,25,6,2045,July,7,2045,2,1213,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,93,279,279,,
204526,2045-07-22,2045-07-28,204426,2044-07-29,26,6,2045,July,7,2045,2,1214,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,93,279,279,,
204534,2045-09-16,2045-09-22,204434,2044-09-23,34,8,2045,September,9,2045,3,1222,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,94,281,281,,
204547,2045-12-16,2045-12-22,204447,2044-12-23,47,11,2045,December,12,2045,4,1235,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,95,284,284,,
202237,2022-10-08,2022-10-14,202137,2021-10-15,37,9,2022,October,10,2022,3,25,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,2,6,6,202337,2023-10-13
